cleaned_text,sentiment_scores,sentiment_labels
though following damn oh,0.512114,neutral
chillin bed watching thin line love hate one bestest movie lowkey pain,0.6204607,positive
fml phoneee,0.6210165,neutral
everytime u say u love sound like white feel like sick mockery,0.86383086,negative
hang stephen,0.86368793,neutral
men suck might,0.954908,negative
awwwwwww zebra died greater vancouver zoo poor zebra,0.95277476,negative
make,0.5670137,neutral
spent whole summer two year ago got see every havent heard play awhile,0.73506635,neutral
oracle kill world end,0.6608431,negative
got though watching hero kinda sad next week season nothing look forward monday,0.6221033,negative
many older tape pretty bad almost,0.87393385,negative
really find anything,0.72982866,neutral
someone met last summer heard since rather talk,0.8346001,neutral
birthday sleep,0.75195026,neutral
seriously,0.5066177,neutral
oh genius bar go got south coast one boy fug,0.73854226,neutral
throat take damn cough seeing doctor,0.88314605,negative
sound wish could,0.58034676,neutral
hello ya retweet retweet im hurt,0.6609084,negative
thank bad stick mud get,0.5926423,negative
woke feeling confused anxious upcoming like,0.6638553,negative
gon na take long lunch nap like tomorrow day except got wake work,0.8500533,neutral
haha money rap got mine yet,0.6551765,neutral
arghh hero yet wait til get lucky,0.6620185,neutral
please make life easier,0.90275586,positive
missing,0.52009165,neutral
ac,0.51375395,neutral
know commercial speak,0.607851,neutral
starting mild hope indication worse,0.78886616,negative
real need membership,0.72304654,neutral
rofl rem told earlier like kim as like bootleg,0.88595724,neutral
one day seem focus anything,0.7036536,neutral
arrived tired,0.5684556,neutral
found via hard improve home connectivity without improving power grid,0.6432385,neutral
fan bad rep though kinda,0.76400155,negative
jelious rain everyone almost never rain live,0.63729894,neutral
thought really stand voice tell,0.7110516,neutral
cold move box garage tomorrow,0.91920817,neutral
say bored really,0.7519854,negative
well different size canvas take like coroflot different,0.86722237,neutral
yeah would love keep hitting dead end,0.6335428,positive
damn yeah hard enough keep everybody ppl workin,0.5891522,negative
haha hear wish middle summer,0.6772053,neutral
direction lack continuity biggest casting sfx fail,0.88829947,negative
astronomy making smile,0.9286312,positive
guilty visit,0.72002906,neutral
please,0.5425167,neutral
wondering find boy,0.8135981,neutral
back pain,0.71149296,negative
update seeing hat valve screwed counter strike,0.54696894,neutral
force brief character know talk,0.81797504,neutral
heading back big timing shud shud catch bollock,0.8383349,neutral
leave said something herd thing u havent said left,0.6414975,neutral
take nape,0.6336333,neutral
dang work hour,0.6825228,negative
nothing,0.53499585,neutral
even cranberry flu plus ibuprofen last night seems impact,0.6119921,neutral
goodnight everybody love got ta go,0.89069206,positive
mummy watch show animal would people unkind,0.8110305,negative
ohh wish play level last week house forgot game,0.6991435,neutral
brilliant last year rain trio year fallen sad,0.5034653,neutral
raining,0.48593283,neutral
good talk miss berklee friend,0.80406946,positive
havin bad hair day,0.79331315,negative
sending job,0.71105635,neutral
far even anywhere,0.67357016,neutral
totally planning guy bringing came late tired tuesday ehh,0.70628804,neutral
shit,0.7846665,negative
sleep wish,0.6861789,neutral
haha paper due tomorrow final,0.7478777,neutral
oh dear neighbour locked house drive workplace key,0.53881013,neutral
hr work,0.53151506,neutral
tengo ire night,0.7543836,neutral
taken almost hour finish regular sized red everytime swallow kidney,0.88873965,neutral
camping weekend big also uploaded opening still,0.62989765,neutral
acabou,0.5626314,neutral
super heat cold suffering stand,0.60273796,negative
ur making hungry,0.5203651,neutral
day,0.5191574,neutral
cant much mind right,0.59460837,negative
enough swearword right work complete dropped someone else alienated entire,0.49037358,negative
happy almost,0.81030476,positive
dropped glad drop four letter oh sorry b got twitter,0.6123007,neutral
little late,0.5285708,neutral
phone update twitter yet go,0.8200072,neutral
hour half driving need think thing thru next time,0.78123784,neutral
lol ur pix look like didnt stand still didnt meet u tho,0.7272768,neutral
still rate never get rid still pissed got ta pay cuz car tag bolted,0.8319849,negative
twitter cause facebook banned work,0.7467927,negative
comment among layoff orlando eric palm luke terrible met eric snd,0.67589337,neutral
quake lose first place mavs,0.54474765,negative
dunno haha dont steal okaay,0.71007544,neutral
want feel better,0.7538923,positive
like work make college,0.6851562,neutral
either damn,0.61789846,negative
tumbly,0.58813095,neutral
got back friday nobody hot usual,0.8134325,neutral
study stiudy want koolaid,0.6997477,neutral
trying figure get tired guy,0.5881318,negative
dunno demi ignore dumb know others tell true actually figure,0.61437553,neutral
omg scared haha going one sad panda would alone bahaha,0.599851,negative
forgetting thing,0.5796249,negative
watch tweetdeck addictive wasted waaaay many hour,0.78357905,negative
forget read handwriting copy,0.52996993,neutral
agreeing comment lol tired hoping celebs following real one,0.58887905,neutral
working issue managed get related hate dbms,0.72705096,negative
totally would supposed working right maybe,0.61670977,neutral
missing husband,0.5634964,neutral
nan,0.52818847,neutral
oh posted bad news,0.8197609,negative
rofl wasnt time,0.5369193,neutral
working,0.6030085,neutral
wish,0.67199224,neutral
tea driver,0.6881457,neutral
dare drink without inviting,0.6620453,neutral
guess lol,0.5828001,neutral
pet turtle house died,0.7517485,negative
parent helping def try hardest visit,0.6346506,neutral
winzip installed download limit reached,0.6477666,neutral
still,0.57494235,neutral
would like see,0.6343468,neutral
go college hate early morning good day yall xx,0.34866554,neutral
sorry talked know whats going,0.610706,neutral
guy happened site got fuck whoever,0.9527396,negative
habit waking,0.7213342,neutral
fine tooooo maaannnnyyyy isssuesssss solved hit bed today,0.72382444,positive
nope wait next,0.62103814,neutral
stopped reading club dead get work,0.5867965,negative
zefron crushed love,0.5383028,positive
okies else manager gon na kick,0.7373786,neutral
said joke fix baby come blame,0.54404056,negative
finally going early study,0.6781051,neutral
would guess youre right lol,0.5254093,neutral
nan,0.52818847,neutral
really,0.60625404,neutral
losing wisdom im sooo nervous lol never,0.7788102,negative
class working,0.5623271,neutral
awww made smiley face look say,0.48633277,neutral
hating getting morning going work sunny,0.4522667,neutral
fangoria bust last two hour started projectile vomiting nearest trash,0.9605801,negative
never follow,0.6223677,neutral
dont know sleep weather tired,0.7015974,negative
view ipod,0.7159978,neutral
sad,0.72834426,negative
holy crap lucky got sword weapon baron damn wanted get thing,0.4570273,neutral
looking also,0.70270276,neutral
time go long day long leave six tomorrow morning goodnight,0.677377,neutral
ranger need someone console,0.6759721,neutral
oh food,0.6267429,neutral
wish go school tomorrow hopefully b able get,0.8074998,positive
dropped button dont work try switched back blackberry,0.72685254,negative
oh,0.5070511,neutral
going fuck got worrying,0.9348604,negative
fun london shame gunna coz id love meet abouts,0.8034461,positive
lol gon na b nj day,0.73364764,neutral
still hot bust lil hope get comfortable,0.5965338,positive
want jury never get picked,0.6183457,negative
long time hear c boo hoo hoo,0.6778034,neutral
sleep damn,0.64690363,negative
tech scorecard good going get prettier,0.95681125,positive
tom ripper friendly shark car many,0.75421244,neutral
said joke fix come blame,0.58247703,negative
horrible really want know happen,0.9232738,negative
even want go going miss soo,0.7217668,neutral
sleep right got behind schedule work,0.63103,neutral
good morning dull today,0.6643406,positive
twitter phone working go online,0.6963983,positive
oh inbox control,0.6761313,neutral
attempting use rate limit,0.61260754,neutral
fly far bt done hit one spliff fyngalno psych nxt week,0.8969252,neutral
lazy go school btw spanish,0.6334348,neutral
good none,0.56680346,neutral
article people friend live longer loner like going die,0.8035857,negative
complain getting split although lost money,0.57732403,negative
know think people think fat like understand,0.54588515,negative
bed rest met want go school tomorrow,0.75724506,neutral
popped office check surf fairy bower beachies back,0.85737103,neutral
cant walk thats,0.7316921,negative
actionscript spoilt javascript,0.6238147,negative
poor little guy visit might order fabreeze work,0.5085757,negative
say may soul rest peace bude titi aaaaa hold tearrrsssss,0.635845,positive
wish money buy henry hatsworth look,0.7811547,neutral
miss friend could vent cry gone,0.5683452,neutral
going new york thursday gon na miss baby howan year like care anything still,0.8128868,neutral
desperate housewife sooo never realized much edie part,0.7388525,negative
yesterday long working hoping rest today likely like till july,0.5374221,neutral
time tomorrow,0.7489897,neutral
dentist,0.654812,neutral
sometimes join force even think work uni break,0.85804904,neutral
video work ipod apparently,0.7095283,neutral
abt much work,0.6714706,neutral
gdamn load work tonight,0.87586385,negative
go bed got paper want stay brain vacation,0.7394754,neutral
forcing go much happening much coffee late,0.67497957,neutral
would give left nut see bloody valentine austin,0.7626341,negative
nan,0.52818847,neutral
weather looking tad sun x,0.59734404,positive
seriously ughhhh,0.87703884,negative
please share photo would love see one shared one right,0.88370055,positive
seem find student,0.7157008,neutral
happened kinda freaking,0.5517055,negative
oh precious hand,0.7240372,positive
nothing sound exciting,0.43186763,negative
one love one hurt u,0.49945986,neutral
coz school hate parting twitter horas,0.91641706,negative
well least get bottle wine,0.70669746,neutral
seriously want one right opened window smell like cat poo,0.71546733,negative
back work day mini vacation,0.82259506,neutral
ugh im sooo sore wii,0.9408709,negative
rub,0.5594095,neutral
back austin ready worst part,0.59506303,negative
im experiencing stiff huhu really hurt,0.9247825,negative
watching drive in dive showcasing yummy diner quaint little sad,0.65243566,positive
vacation,0.6947506,neutral
grrrrr need go sleepp,0.531401,neutral
much cooler missed mom worry grandma going take home,0.8594818,positive
filling tonight disappoint,0.8659906,negative
waking manchester last time,0.8034456,neutral
whole process posting step step instruction rather million different,0.78962654,neutral
reflection like longass reflection,0.7619838,neutral
total recall fit tag party xd,0.83558446,neutral
wanted go,0.73572165,neutral
tested theory found taste like want know taste,0.8270782,neutral
officially hate time difference miss fwends side,0.94031507,negative
caught half,0.5667126,neutral
never thought hate way industry make thing cuz losing,0.65892434,negative
get got ta awake ready rehearse scene,0.8514544,neutral
band like yeah yeah yeahs,0.5000139,neutral
nan,0.52818847,neutral
awake,0.68099976,neutral
hate getting dark,0.8143616,negative
phone sendin ta make sad,0.7102554,negative
kid back school time get back routine least time concentrate day back,0.6922975,neutral
yeah melbs love looking forward coldness though,0.9097387,positive
madly wrapping thing bangkok office transfer rome got handover note paperwork yuck,0.86981654,negative
im still school preparing,0.7316875,neutral
mind need relax go,0.7440917,neutral
absolutely nothing tonight four full day studying writing ala tommorow hold another full day studying,0.5944757,neutral
girly girl feel need bff time cure bad,0.5212784,neutral
wondering sad im sad ilove u demi,0.43393925,neutral
bad tummy,0.79077965,negative
always smell like death cat food,0.95102024,negative
bet going sleep,0.6622221,neutral
wouldnt bad making extra pay bill right,0.5107155,positive
look like another lovely day weather better feeling ill though,0.9533197,positive
way feel unwanted,0.85619044,negative
ok feeding face see last day tomorrow back,0.80658025,neutral
raining new york,0.72037816,neutral
bad maybe eat ice cream watchman quite nice,0.62741506,positive
porn star report evening cuz one girl pissed bad today gather,0.8020727,negative
checking aesop bed still looking least rest ankle plenty,0.5506818,neutral
problem restaurant,0.625587,neutral
nan,0.52818847,neutral
cook,0.56137246,neutral
look like expensive still,0.59709585,negative
excited said king following stupid place free ringtones,0.48903757,neutral
miss,0.48100737,neutral
wish time day,0.74016076,neutral
man hope fall asleep,0.7863109,neutral
currently hunt much luck,0.6564874,neutral
good morning still,0.9313743,positive
trying eat healthy make,0.69713145,neutral
warm,0.5902626,neutral
mouth hate brace,0.9311355,negative
right arrow key dying,0.5400259,neutral
whats,0.6782651,neutral
wish would say liked month usually give guy within month really special,0.49599853,neutral
much homework want fun stuff,0.6124744,positive
hang stephen hawking,0.8970992,neutral
pepsi throwback nowhere found one even heard,0.6344679,neutral
disappointed celebs writing back sending direct,0.71683127,negative
new phone believe need else show,0.74690926,neutral
freezing cape town,0.5495884,neutral
wonder access,0.77075166,neutral
finished reading feel like hw,0.74355286,neutral
texting working hope made wished someone come tomorrow lol,0.8049352,positive
boat,0.55984056,neutral
much stress right wan na talk long walk short pier,0.62647486,neutral
another spring unable enjoy,0.92749554,positive
hope everything work steve gunna able donate steve budgeted around dojo,0.69241846,positive
home time piggy backing train station,0.8869643,neutral
got twitter profile ranked got,0.799289,neutral
still hot think,0.55463654,positive
oh much bag,0.62842077,neutral
latte without,0.63908297,neutral
im twittered nothing interesting say could,0.54200715,neutral
even summer,0.7038846,neutral
finish long day ahead station visit bgsmc next,0.7513547,neutral
wont ever finish,0.5817435,neutral
givin face,0.6083868,neutral
good day miss bitty,0.95019025,positive
cancelled screw damn movie hop bomb horribly make cool,0.9489839,negative
miss jelly make,0.6880029,neutral
always tweet miss bored dont wan na hw cant watch tv anymore bc,0.8648992,negative
looooooooove heat maybe cuz summer last exactly month winter occupies lol,0.8374553,positive
worse ugh sick,0.9618985,negative
miss falling asleep msi hardcore,0.6160599,negative
ughs sucksm sorry hear bout ur,0.9459596,negative
print better,0.55834085,neutral
little boy fever today get rest n chix,0.5891381,neutral
muthafuck bill lookin shitty rite man,0.9751397,negative
aww already request reset another,0.8224709,neutral
slightly sad moment,0.8142308,negative
birthday going work,0.8126028,neutral
want boob job,0.62442505,neutral
one cold south africa except cape town,0.7951851,neutral
slightly sad moment,0.8142308,negative
oh cool shame exactly sound like song,0.48914734,neutral
leaving work minute,0.8830154,neutral
home sweet let homework begin,0.65961593,neutral
worried thought gone,0.5078664,negative
spur gon na lose series,0.5205985,neutral
back easter,0.7367789,neutral
like chem,0.68762064,neutral
going grab hot cup coffee go cold get,0.8367225,neutral
hot,0.49494213,neutral
follower,0.6895297,neutral
time get time retire,0.6525599,neutral
lucky wan na go giant game,0.63572156,neutral
gon na get,0.5541156,neutral
fuck comcast updating whilst middle,0.91811687,negative
yea realizing addicting skype miss everyone one gon na,0.62726545,neutral
homegirl house cryin shoulder cuz got flaked,0.7242171,negative
doubt gon na air,0.6614309,neutral
going b weather day,0.78950644,neutral
right unemployed bill ok know much longer,0.8162986,neutral
find megan twitter,0.7968394,neutral
spelling grammar really difficult really know always poor lil defense,0.91205126,negative
scared,0.48324636,negative
anxiety fuck,0.95600563,negative
thought deadline checked calendar actually finish,0.8124738,neutral
feeling like sleep cause head body hurt sooo stink,0.9496096,negative
hope u slept nightmare,0.6709259,neutral
ear think something happened plug idk cld possibly,0.74292827,neutral
leaving time finish report,0.85812706,neutral
dentist,0.654812,neutral
wan na fuck midget anyone know,0.9252024,negative
body gon na hate,0.7026862,negative
like donky kong im bringing wish didnt class wed,0.8710566,neutral
stuck bed chest infection relaxing seems,0.4879138,neutral
know one way solve bad idea spend two hour looking another,0.51241624,neutral
available sad,0.66369677,negative
eye hurt much,0.8979733,negative
bolton gon na miss man kid hour sitting train ipod touch led zeppelin,0.8375866,neutral
soo thanks,0.8258844,positive
get sick hour im suppose go slovenia day im fine school haha shoot,0.6457577,neutral
yes finish end good rest glad read,0.96167904,positive
loong day missed chuck oh,0.48989522,neutral
lucky,0.5980671,negative
guy super sorry go consolation stuck home,0.8389737,negative
gunna crapy birthday year cause bf korea,0.65081596,negative
und beim office hatte ich von chf gelesen,0.76111835,neutral
swear first milli im investing study advancement doc brown u need,0.8664701,neutral
think breakie venue start different hotel dunno local breakie,0.8521461,neutral
school working tonight,0.8050517,neutral
tried earlier nothing took site,0.524655,neutral
okay switch twitter right,0.769413,neutral
aaww get better sorry hear,0.47948843,positive
wish could stay see game past go sleep good luck,0.51748234,positive
miss bby sleep without talking,0.5334794,neutral
hang soon im going sleep soon cant wait till summer dog haha,0.89071405,positive
raining cochin,0.6735626,neutral
get house link site u told,0.74209005,neutral
raining afternoon hope like need,0.5927029,positive
still hot right dyyyyying northridge,0.8201803,positive
exam sad,0.6333611,negative
nope think weekend good weather vanish spite,0.5593962,neutral
nan,0.52818847,neutral
try bit nothing coming across preplanned,0.67860943,neutral
awww boo talked,0.48314527,negative
weyhey birthday lovely sunny outside go office today maybe get thing nice,0.97611994,positive
way suck dependent,0.92182726,negative
cant seem fall asleep,0.67100036,negative
gum bleeding feel like chewing could impacted wisdom tooth playing,0.87572896,negative
think irreplaceble dnt care abt,0.51669276,neutral
gon na eat,0.67063713,neutral
wanting go bedd,0.7426349,neutral
management test wednesday going wish day nothing except,0.80860007,neutral
get least fail also beg registrar let take course summer,0.6414446,neutral
think head going fall,0.7650353,neutral
tell major stress thank u study,0.6403067,neutral
say,0.55751574,neutral
run home rain,0.7904314,neutral
tweeting bad idea,0.8513509,negative
guess go home,0.69456935,neutral
im always know take lmao u sampson cant overthrow,0.6092602,neutral
global warming need chilli,0.79904896,neutral
excursion mmhhh,0.8187234,neutral
go go bed early school morning got go hour,0.84741163,neutral
still warm,0.620551,positive
definitely dexter wait till new season come patient,0.48394692,positive
going post picture flogging forgot take,0.5388601,neutral
neckkk need new bed right,0.7015769,neutral
co make outcome easier le painful,0.48370314,neutral
heat stole energy,0.655761,negative
awful whaddaya make,0.89539284,negative
child porn columbine fun happy like happier,0.9277999,positive
perfect michael share,0.55077523,neutral
omg cooking exam,0.81883353,neutral
waah canadian itunes yet see u buy,0.8674705,neutral
still gassy hate going sleep way someone punch gut,0.9641361,negative
reading going hot,0.5147739,neutral
heat unbearable degree even office say condition next day,0.76122963,negative
loving sweet new missing hell san diego looking forward visiting,0.985402,positive
going gym morning interval train work stuck traffic,0.7267374,neutral
laying bed cant stop thinking,0.51630616,neutral
presentation,0.67811716,neutral
weird always start snow,0.614067,negative
sooo,0.5944428,neutral
people hard get along dont understand cant nice,0.9480622,negative
trouble chilly,0.71794975,neutral
still working assignment sux govt think mba fulltime worth supporting need income quickly,0.7017897,neutral
one read passed along unfortunate le passing news missed,0.7319622,negative
mayawati like,0.69930774,neutral
raining make remember someone,0.67687184,neutral
miss ill catch,0.6786512,neutral
finally finished leg hate bug,0.63403404,negative
thats took like shower today,0.8381012,neutral
congratulation paul pipped post manager,0.9343609,positive
last class world tv miss william morris,0.62435555,neutral
new mike tyson documentary guy complex sad,0.59923357,negative
one biggest regret never able see douglas would loved,0.5733328,negative
stuppid betch trying get,0.6062086,neutral
haha sorry plan trip,0.526841,neutral
hey like open invite awesome miss get homesick today,0.8793734,positive
hope ill see someday whats ever whats,0.49964276,positive
ac either,0.5075632,neutral
played fun college,0.90349996,positive
wish could give better seen yet,0.59201354,positive
wish suggestion cause day similarly rainy feel free rt good one lol,0.8765661,positive
cleaning lady discovered email want mine send greeting dream,0.77505267,neutral
good morning nice day wale overcast work shortly think weather,0.93595636,positive
believe holiday,0.5394544,positive
still new computer,0.67605805,neutral
whoa collection totally fails compared like,0.96131325,negative
going go watch,0.68114066,neutral
disappoints ceccy,0.6711443,negative
sad boyfriend isnt coming see dance tomorrow,0.7195781,negative
thats fastest shower somebody kept turning water going cold,0.60464704,neutral
complete suzaku sorry lulu,0.53507763,negative
na man freezing class day,0.48804602,negative
let went get back serena thought married chuck alone,0.86680907,neutral
nan,0.52818847,neutral
nan,0.52818847,neutral
omg suck im homework food send u hungry lol,0.9229474,negative
fan window helping co fart,0.60592353,neutral
go going day,0.5940096,neutral
bad peddling love good olive oil,0.5264794,positive
want open either call late leave go home soon,0.8454325,neutral
read right one leaving xxxx,0.7739309,neutral
say dad want buy place getting idea hope doesnt want live,0.49463087,negative
socalevo tonight,0.82249945,neutral
bladder u kno,0.667567,neutral
aunty australia went home today,0.8995525,neutral
miss ya thing,0.59072363,neutral
think putting weight need stop eating much random stop eating,0.5743103,negative
seen tweet sorry hear,0.73555607,negative
another allnighter got ta catch love k bye,0.6718931,neutral
still hot hot air conditioner house stuff exactly gettin,0.7589789,neutral
trying figure install photo always tell anyone help,0.7153653,neutral
fuck jerk hate,0.97415984,negative
raining hate rainy,0.9342252,negative
mentioned hate,0.83847,negative
fucking haha make mad cause come spend fkk pablo yuu,0.9274627,negative
love spent entire evening trying get audiobook new bald patch going,0.5253511,positive
wondering tweens day even know word kid talk adult way,0.6684243,neutral
home coachella,0.7072111,neutral
thanks mitchell steal tweet lvoe,0.7306736,neutral
showered nice nerd fact fall asleep sad,0.4844257,positive
still look high sodium,0.57599807,neutral
shitty,0.8073261,negative
wait till get pc work,0.73455477,neutral
ressurected watery laptop pain since got hoping new one,0.5340253,neutral
mee really interesting want know said cause deleted blog,0.53420895,neutral
wait sex,0.7273554,neutral
eat chicken gargle salt make gag feel worse,0.95804393,negative
show shallow front teeth disturbs,0.71672237,negative
spent debugging stupid cs please stop using,0.96328706,negative
toothache suspect wisdom tooth energy cash deal right,0.73264045,neutral
adios,0.59057397,neutral
deam killer exscaped jail find tried killing nick killed ppl ugh,0.9286816,negative
knew freaking coyote capitol rip kitten,0.7648176,negative
nan,0.52818847,neutral
wishing ill feel better think im coming,0.839271,positive
watching tv missing friend,0.82370496,neutral
real love story yet though like lol,0.58581316,neutral
uh jus wan na go dis man annoyin n really jus wan na u,0.4899054,neutral
awake right nyquil nothing,0.7537746,neutral
nan,0.52818847,neutral
going hopefully dream bc hate weird dream much pizza dinner,0.4819328,neutral
omfg noooooo,0.8303872,negative
feeling good,0.94133574,positive
going biggest break year got strong,0.82984436,positive
think caught something refuse get,0.6879809,neutral
like day give cell text internet match,0.80489266,neutral
creating tiny,0.6738211,neutral
wish could watch however life australia pay tv love,0.6041655,positive
stepped un,0.7355211,neutral
cnt,0.48941967,neutral
kitty lee hate insensitive ask long til shoot update,0.6780054,negative
sitting school wondering worth,0.6417602,neutral
throat,0.5586682,neutral
chainsaw got muh grew hood,0.709631,neutral
trying get started bad latte und,0.6649202,neutral
ah never planet cdk got date blog wrong,0.6406178,negative
cant fall asleep,0.7012956,negative
saw hagrids hut wood near pinewood believed camera phone time,0.9070959,neutral
think new zealand little bit behind regard watch soon air,0.8238023,neutral
louis chocolate snack originally want,0.82958424,neutral
update lame got excited really want new blink album stat,0.9395919,positive
time go wish nice see,0.88481045,positive
bbc breakfast weather girl say weather perfect chill bloody tuesday work,0.5643494,positive
mmm mutter paneer hahah im naan crispy,0.77243555,neutral
back work better get,0.58035815,neutral
brain filled brim economics,0.59098446,neutral
woke missed outing today happy whoever brought flu hope burn,0.7640793,positive
im bad haha miss hehe,0.4294556,neutral
want subscription new scientist bad cost,0.530357,negative
eww back school today,0.6334369,neutral
went vinyl night didnt get vinyl played shit pristine,0.8424459,negative
dear owe bff lover,0.73264736,neutral
yet another freezing,0.5076184,negative
yo twitterland back today computer problem day almost fixed miss,0.68255746,positive
sick waiting drug kick,0.82026386,negative
woke get ready oh also morning,0.6930481,neutral
le got work reading acc,0.7134094,neutral
getting ready go gymm booo,0.69607306,neutral
blast chicago miss city,0.6375526,neutral
dont think saw old man get carried away hesterical old im sad,0.92747223,negative
doesnt want leave new york tomorrow,0.7670749,negative
go sanchwich still hungry,0.6864247,neutral
shattered,0.5193068,neutral
keep time,0.60224015,neutral
waaayy could even hear eachother,0.6632551,neutral
sigh morning another day another dollar phrase feeling decidedly polar today,0.76948625,negative
walking late,0.5086942,neutral
leamer town,0.6969252,neutral
got happy cuz got email adisson thought real,0.90925336,positive
missed talking like teased greatness nice,0.5240519,positive
hungover today much red wine last night,0.66930306,neutral
green day tour date near fun though,0.8733312,positive
even though dont school still revise,0.6987473,neutral
supposed read tweet posted say named,0.8363666,neutral
feel bit,0.6918857,neutral
miss specail maaaan drinking make emotion come knew bad,0.7353281,negative
os even os db stopped listening last night,0.5302054,neutral
still get guess cool twitterman,0.72831523,positive
wondering worst sporting weekend hamilton man u,0.68821937,negative
really hope see video dying new work go live rock,0.8059599,positive
recovering sad one need vaction,0.6199022,neutral
headache still go school tough,0.5094576,negative
feel claustrophobic thought room,0.87149966,negative
good nice bad,0.4418434,neutral
dish,0.52802694,neutral
hahah journalism,0.6624591,neutral
rain thunderstorm middle wish way could reverse global,0.79340714,neutral
heading much walking huge blister foot,0.47134176,negative
finally sucked went hoping came home one tooth lighter,0.7806143,negative
got later train today far slow ride wifi,0.4988996,neutral
big rain kailua mind slogging puddle could without splash speeding car,0.6363178,neutral
comment letting chubby people bridge night thats,0.4973327,negative
telling lol aw shuck,0.74829483,negative
much social psych homework test well midterm paper history boo,0.68095666,neutral
want,0.60207486,neutral
alreayd know suck use wrk lounge height quit find work,0.82610697,negative
reply,0.5799396,neutral
im kinda said ray show,0.79089624,neutral
yeah checked need run,0.7176982,neutral
fail sleeping dont,0.6161528,negative
sleep hard sleep chad,0.65245664,neutral
wish could make maybe,0.7186279,neutral
im ol,0.697778,neutral
online wanted talk u min,0.76287234,neutral
oh phone seriously pay buck insurance ugh,0.83553445,negative
bring ointment need itchy,0.594261,neutral
good unfortunately touch listen,0.62141997,positive
getting ready set college hair done though smile round haha,0.6871518,positive
wishing productive today,0.9281356,positive
yet placed,0.7198367,neutral
tired form,0.73130196,negative
omgggggg suuucks stupid,0.977223,negative
nan,0.52818847,neutral
going type story surfed web,0.85426265,neutral
slowly figure twitter eng paper suck,0.922097,negative
help come new,0.72776246,neutral
believe miss,0.6548045,neutral
forever sick local artist churning called aargh,0.48821115,neutral
tokyo sonata wanted say knew wanted say something never really said deeply disappointing,0.7573497,negative
oh best believe using lol miss,0.48215666,neutral
flat hate hair washing,0.96129245,negative
finding difficult get writing swagger back,0.6436834,neutral
nan,0.52818847,neutral
hoping antibiotic magic miss,0.71539104,neutral
hate time epicness sound see friday,0.74433076,neutral
trouble sleeping without hubby hate going one tired wifey get,0.84045506,negative
blank dvr insight take away,0.6716724,neutral
real shocker,0.5878327,neutral
described white know personally,0.6630764,neutral
feel like getting food,0.5619356,neutral
son damn game make go,0.7419976,negative
worst part trying get parking lot show ended half hour ago still line get,0.8840799,negative
hate kristen went home reallllllllll sad,0.90120226,negative
fearing infosys techie hang,0.5295681,neutral
alcohol wearing cold coming back,0.6416989,neutral
hey jordan kid back school today im back college missing u guy much scotland x,0.53058594,neutral
passport photo haha theyre horrible,0.95092493,negative
feelin good jus finished watchin love ray j unexpected hope happy tho,0.9335149,positive
need upgrade,0.60678035,neutral
eye fuzzy find way get lunch bag bedtime,0.83452684,neutral
worst week sport atleast button got,0.7853935,negative
still need date may wolverine supposed go saw premiere last month,0.9374199,neutral
trying fall asleep,0.77210754,neutral
moriste dem,0.62982553,neutral
bored frikkn one frikkn care true friend,0.63930196,negative
looking hope carlton win coming gone,0.6140109,positive
miss u funny went back east u,0.5874804,neutral
seeing friend sorry frankus,0.48960283,neutral
exhausted passing meh wan na work tomorrow,0.5592398,neutral
trying figure wronge,0.7908381,neutral
doc collapsed lung late last wonder,0.5789391,negative
learning,0.61913747,neutral
must crawl bed fully celebrated weekend tune good ya gon na missing jazz fest next,0.79406744,positive
everybody go get account lastfm add lonely,0.7996425,neutral
finally succumbed heat turned expected,0.6580987,neutral
going dentist,0.74798924,neutral
start another day paperwork day bet sunny outside,0.90334606,positive
go work tonight,0.79991466,neutral
got look like cant see,0.5620628,negative
find lil wire thing charge ipod dead ipod,0.60771585,neutral
want eat,0.672405,neutral
casting away,0.6565479,neutral
yes addictive like personal brand fm,0.7067969,neutral
good fasting twitter fun,0.93972856,positive
nan,0.52818847,neutral
totally jealous enjoying izze right stuck tap water,0.41245285,neutral
cold shower bad clothes put back,0.5551373,negative
hmmmm think jane least favourite even referencing right episode,0.4997034,neutral
work,0.5791137,neutral
figuring twitter haha english paper suck,0.9014399,negative
afraid interested guess afraid,0.57419777,neutral
hungry eat,0.71389365,negative
lady redddd dancshing wif meeee ok need break ulcer lidah,0.776047,neutral
sudden feeling low self hence disappearance happy happy,0.5563715,neutral
bahaahah comment question nope dont new,0.71025383,neutral
going sleep feeling like crap headache bad stomache,0.9600508,negative
woken winter,0.73029655,neutral
thought try miss,0.60857236,neutral
hey beautiful back chicago area missed came feature dancing,0.8863525,positive
last tweet question whether cylons dunk basketball remains unanswered,0.7266695,neutral
want go go back america,0.66729647,neutral
another day another want,0.5119762,neutral
software engineering feeling,0.7971434,neutral
looking clock waiting go home,0.7633545,neutral
never get talk woman using credit,0.49767336,negative
bye hello staying diamond hotel kinda,0.7772829,neutral
alright,0.69034404,neutral
road le mile home traffic lee miss bike today,0.58921766,neutral
hairdryer blew happy,0.60525984,positive
one ever dream kendankicks dailybooth,0.8217578,neutral
believe hang drink oh always,0.6051326,neutral
dude kinda sick cuz getting sick,0.7658732,negative
sound fun manage hide,0.6465015,positive
able manage tweet,0.7675466,neutral
bloody freezing today,0.8490738,negative
body think slept terribly,0.8416165,negative
owing west coast main ti guess get rural,0.8787323,neutral
